,absolute angle of inclination,angle of inclination,number of electrodes,voltage magnitude,voltage frequency,electrode dimension,x pitch,number of phases,grain mass density,mesh size,gravity,phase shift,time step,maximum classified radius,distance between dust generation and first electrode,grain number density,yield
1131,335.0,25.0,8.0,1500.0,10.0,5.0,20.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.014858461916,1.0,22.402883529663
1132,335.0,25.0,8.0,1000.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,22.612396240234
1133,310.0,50.0,8.0,1000.0,5.0,4.0,30.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,22.511825561523
1134,335.0,25.0,4.0,2000.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,22.214647293091
1135,310.0,50.0,10.0,2000.0,15.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027113258839,1.0,22.778120040894
1136,310.0,50.0,10.0,1500.0,10.0,6.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,22.724452972412
1137,310.0,50.0,8.0,1000.0,5.0,4.0,30.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,22.727899551392
1138,335.0,25.0,6.0,1500.0,20.0,4.0,30.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,22.347959518433
1139,335.0,25.0,10.0,1500.0,10.0,5.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.015532299876,1.0,22.469333648682
1140,310.0,50.0,8.0,1000.0,20.0,6.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.023577228189,1.0,23.236698150635
1141,335.0,25.0,4.0,2000.0,5.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,23.132711410522
1142,335.0,25.0,8.0,1000.0,5.0,3.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015858463943,1.0,23.273315429688
1143,310.0,50.0,10.0,1500.0,10.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,22.889966964722
1144,335.0,25.0,4.0,2000.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,23.337043762207
1145,25.0,25.0,4.0,2000.0,15.0,5.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,23.073524475098
1146,25.0,25.0,4.0,2000.0,10.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978463098,1.0,22.973711013794
1147,335.0,25.0,4.0,2000.0,5.0,4.0,30.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,23.208005905151
1148,25.0,25.0,4.0,2000.0,10.0,5.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,22.90701675415
1149,310.0,50.0,10.0,2000.0,10.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027113258839,1.0,22.802635192871
1150,25.0,25.0,4.0,2000.0,10.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,23.261562347412
1151,310.0,50.0,8.0,1500.0,20.0,4.0,30.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,22.949188232422
1152,310.0,50.0,6.0,2000.0,20.0,4.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.023412317038,1.0,22.983709335327
1153,25.0,25.0,4.0,2000.0,5.0,4.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978463098,1.0,22.99175453186
1154,335.0,25.0,8.0,1000.0,10.0,4.0,30.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,22.802453994751
1155,310.0,50.0,10.0,1500.0,10.0,4.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020742192864,1.0,23.203273773193
1156,310.0,50.0,10.0,2000.0,5.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027113258839,1.0,22.931932449341
1157,310.0,50.0,6.0,2000.0,10.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.023412317038,1.0,23.12123298645
1158,310.0,50.0,10.0,1500.0,15.0,4.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020742192864,1.0,23.253135681152
1159,310.0,50.0,10.0,1500.0,15.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,22.940233230591
1160,310.0,50.0,8.0,1000.0,10.0,6.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.023577228189,1.0,23.286357879639
1161,335.0,25.0,8.0,2000.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,22.897357940674
1162,335.0,25.0,10.0,1500.0,10.0,5.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.015532299876,1.0,22.803539276123
1163,335.0,25.0,6.0,1500.0,20.0,4.0,30.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,22.941431045532
1164,310.0,50.0,8.0,2000.0,15.0,4.0,30.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,22.833597183228
1165,25.0,25.0,4.0,2000.0,5.0,4.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978463098,1.0,23.093704223633
1166,335.0,25.0,4.0,2000.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,22.945655822754
1167,335.0,25.0,6.0,1500.0,5.0,4.0,30.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,22.846963882446
1168,310.0,50.0,6.0,2000.0,20.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.023412317038,1.0,23.07368850708
1169,335.0,25.0,4.0,1000.0,10.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,23.039449691772
1170,310.0,50.0,8.0,2000.0,15.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.024077236652,1.0,23.590545654297
1171,50.0,50.0,4.0,2000.0,20.0,6.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,23.92506980896
1172,310.0,50.0,6.0,2000.0,5.0,3.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.023912325501,1.0,23.501066207886
1173,335.0,25.0,6.0,2000.0,20.0,5.0,35.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,23.609607696533
1174,310.0,50.0,8.0,2000.0,10.0,4.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.024577230215,1.0,23.732961654663
1175,335.0,25.0,6.0,2000.0,15.0,4.0,30.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,23.588987350464
1176,310.0,50.0,8.0,2000.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,23.86449432373
1177,50.0,50.0,4.0,2000.0,15.0,6.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,23.879993438721
1178,310.0,50.0,8.0,2000.0,10.0,5.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.024077236652,1.0,23.707899093628
1179,310.0,50.0,10.0,2000.0,20.0,4.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020742192864,1.0,23.65270614624
1180,310.0,50.0,8.0,1500.0,15.0,4.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.024577230215,1.0,23.813776016235
1181,310.0,50.0,8.0,2000.0,15.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.024577230215,1.0,23.87882232666
1182,310.0,50.0,10.0,2000.0,20.0,5.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,23.737592697144
1183,25.0,25.0,4.0,2000.0,5.0,6.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,23.976114273071
1184,310.0,50.0,8.0,2000.0,5.0,4.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.024577230215,1.0,23.706678390503
1185,25.0,25.0,4.0,2000.0,20.0,6.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,23.97710609436
1186,310.0,50.0,6.0,1000.0,20.0,5.0,20.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.022912323475,1.0,23.983917236328
1187,335.0,25.0,4.0,1500.0,20.0,4.0,30.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,23.989486694336
1188,310.0,50.0,6.0,2000.0,5.0,5.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.022912323475,1.0,23.556558609009
1189,310.0,50.0,8.0,2000.0,10.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,23.698726654053
1190,310.0,50.0,8.0,2000.0,10.0,4.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.024577230215,1.0,23.701902389526
1191,310.0,50.0,8.0,2000.0,10.0,4.0,30.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,23.41742515564
1192,335.0,25.0,4.0,1000.0,20.0,3.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.014510769397,1.0,23.588201522827
1193,50.0,50.0,10.0,2000.0,20.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.214515641332,1.0,23.931303024292
1194,335.0,25.0,4.0,1500.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,23.971591949463
1195,310.0,50.0,4.0,2000.0,20.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.022247388959,1.0,23.82293510437
1196,335.0,25.0,6.0,2000.0,20.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,23.408939361572
1197,310.0,50.0,6.0,2000.0,20.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.022912323475,1.0,23.430875778198
1198,50.0,50.0,4.0,2000.0,10.0,6.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,23.849245071411
1199,335.0,25.0,6.0,2000.0,20.0,4.0,30.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,23.598114013672
1200,335.0,25.0,8.0,2000.0,5.0,5.0,35.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,24.423240661621
1201,310.0,50.0,6.0,1000.0,20.0,5.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.022912323475,1.0,24.07968711853
1202,310.0,50.0,8.0,1500.0,15.0,5.0,20.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.024077236652,1.0,24.592712402344
1203,335.0,25.0,4.0,1500.0,15.0,4.0,20.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.014010768384,1.0,24.061611175537
1204,335.0,25.0,10.0,1500.0,20.0,6.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,24.431184768677
1205,310.0,50.0,4.0,2000.0,10.0,5.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.021747387946,1.0,24.104122161865
1206,310.0,50.0,10.0,2000.0,10.0,4.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.020742192864,1.0,24.523477554321
1207,335.0,25.0,8.0,2000.0,5.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,24.143640518188
1208,310.0,50.0,4.0,2000.0,15.0,5.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.021747387946,1.0,24.067316055298
1209,310.0,50.0,10.0,2000.0,15.0,6.0,20.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,24.408838272095
1210,335.0,25.0,4.0,2000.0,10.0,4.0,30.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,24.148435592651
1211,50.0,50.0,4.0,2000.0,20.0,6.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,24.143127441406
1212,335.0,25.0,4.0,1500.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,24.462810516357
1213,25.0,25.0,10.0,2000.0,20.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.083935394883,1.0,24.033193588257
1214,310.0,50.0,4.0,2000.0,15.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.021747387946,1.0,24.167343139648
1215,335.0,25.0,8.0,2000.0,5.0,4.0,30.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,24.433952331543
1216,335.0,25.0,10.0,1500.0,10.0,6.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,24.540195465088
1217,335.0,25.0,10.0,1500.0,5.0,3.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016532301903,1.0,24.271514892578
1218,335.0,25.0,4.0,2000.0,5.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,24.195383071899
1219,310.0,50.0,10.0,2000.0,15.0,4.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.020742192864,1.0,24.348079681396
1220,335.0,25.0,4.0,2000.0,10.0,4.0,30.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,24.364656448364
1221,335.0,25.0,10.0,1500.0,10.0,6.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,24.196071624756
1222,335.0,25.0,8.0,2000.0,20.0,4.0,30.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,24.377857208252
1223,310.0,50.0,10.0,2000.0,20.0,5.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,24.524562835693
1224,310.0,50.0,4.0,2000.0,20.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.021747387946,1.0,24.411781311035
1225,310.0,50.0,10.0,2000.0,5.0,5.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,24.574144363403
1226,310.0,50.0,4.0,2000.0,10.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.021747387946,1.0,24.110469818115
1227,335.0,25.0,8.0,2000.0,5.0,5.0,35.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,24.59042930603
1228,335.0,25.0,10.0,1500.0,15.0,6.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,24.404794692993
1229,310.0,50.0,8.0,1500.0,10.0,5.0,20.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.024077236652,1.0,24.31972694397
1230,310.0,50.0,10.0,1500.0,20.0,6.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,25.021074295044
1231,335.0,25.0,4.0,1500.0,10.0,5.0,20.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.013510771096,1.0,24.838920593262
1232,335.0,25.0,8.0,1500.0,5.0,4.0,30.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,24.97462272644
1233,310.0,50.0,8.0,1500.0,15.0,5.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.024077236652,1.0,24.708221435547
1234,335.0,25.0,8.0,1500.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,24.721021652222
1235,310.0,50.0,10.0,2000.0,10.0,6.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,24.715785980225
1236,335.0,25.0,8.0,1500.0,20.0,4.0,30.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,24.953832626343
1237,335.0,25.0,8.0,1500.0,10.0,4.0,30.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,24.602172851562
1238,335.0,25.0,8.0,2000.0,20.0,5.0,35.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,24.793739318848
1239,310.0,50.0,10.0,2000.0,10.0,5.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,24.938301086426
1240,310.0,50.0,10.0,1500.0,5.0,6.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,25.088531494141
1241,310.0,50.0,4.0,1500.0,15.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.021747387946,1.0,24.631956100464
1242,310.0,50.0,10.0,2000.0,20.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,24.827842712402
1243,310.0,50.0,10.0,2000.0,15.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,24.834836959839
1244,335.0,25.0,8.0,2000.0,10.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,24.739561080933
1245,335.0,25.0,4.0,1500.0,10.0,5.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.013510771096,1.0,24.987392425537
1246,335.0,25.0,8.0,1500.0,5.0,4.0,30.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,25.143405914307
1247,310.0,50.0,4.0,1500.0,5.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.021747387946,1.0,24.837829589844
1248,335.0,25.0,4.0,1500.0,20.0,5.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.013510771096,1.0,24.755504608154
1249,310.0,50.0,10.0,2000.0,20.0,6.0,20.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,24.649253845215
1250,310.0,50.0,10.0,2000.0,5.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,24.895977020264
1251,310.0,50.0,4.0,1000.0,5.0,4.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.022247388959,1.0,24.611915588379
1252,310.0,50.0,4.0,1500.0,10.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.021747387946,1.0,25.190502166748
1253,335.0,25.0,8.0,2000.0,10.0,5.0,35.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,24.72679901123
1254,310.0,50.0,10.0,1500.0,15.0,6.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,24.962699890137
1255,335.0,25.0,8.0,2000.0,5.0,5.0,35.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,24.689937591553
1256,310.0,50.0,10.0,2000.0,20.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,24.711042404175
1257,310.0,50.0,10.0,2000.0,15.0,6.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,24.817045211792
1258,310.0,50.0,10.0,1500.0,20.0,4.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.020742192864,1.0,25.067462921143
1259,310.0,50.0,10.0,2000.0,15.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,24.900579452515
1260,310.0,50.0,6.0,1500.0,20.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.022912323475,1.0,25.486200332642
1261,310.0,50.0,6.0,1500.0,15.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.022912323475,1.0,25.394830703735
1262,335.0,25.0,4.0,1000.0,15.0,6.0,40.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,25.503862380981
1263,335.0,25.0,8.0,1500.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,25.457172393799
1264,335.0,25.0,6.0,1000.0,20.0,6.0,20.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.013684615493,1.0,25.701175689697
1265,335.0,25.0,6.0,1500.0,20.0,3.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.015184614807,1.0,25.733560562134
1266,335.0,25.0,4.0,2000.0,15.0,6.0,40.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,25.472326278687
1267,335.0,25.0,8.0,1500.0,5.0,4.0,30.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,25.210514068604
1268,335.0,25.0,4.0,1000.0,20.0,6.0,40.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,25.34321975708
1269,310.0,50.0,10.0,1500.0,20.0,5.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,25.605154037476
1270,310.0,50.0,10.0,1500.0,20.0,6.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,25.200002670288
1271,310.0,50.0,6.0,2000.0,20.0,5.0,35.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.033221572638,1.0,25.579471588135
1272,335.0,25.0,6.0,1000.0,5.0,6.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.013684615493,1.0,25.524061203003
1273,335.0,25.0,4.0,1000.0,10.0,6.0,40.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,25.528049468994
1274,335.0,25.0,4.0,2000.0,20.0,6.0,40.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,25.425609588623
1275,335.0,25.0,6.0,1000.0,10.0,6.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.013684615493,1.0,25.599323272705
1276,310.0,50.0,6.0,2000.0,20.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.033221572638,1.0,25.406761169434
1277,335.0,25.0,8.0,1500.0,20.0,3.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.015858463943,1.0,25.651048660278
1278,310.0,50.0,6.0,2000.0,20.0,5.0,35.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.033221572638,1.0,25.596099853516
1279,310.0,50.0,10.0,1500.0,20.0,6.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,25.274415969849
1280,310.0,50.0,10.0,1500.0,10.0,5.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,25.593074798584
1281,310.0,50.0,6.0,1500.0,5.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.022912323475,1.0,25.347297668457
1282,310.0,50.0,10.0,1500.0,5.0,5.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,25.582042694092
1283,335.0,25.0,6.0,1000.0,15.0,6.0,20.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.013684615493,1.0,25.532762527466
1284,310.0,50.0,10.0,1500.0,5.0,5.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.020242184401,1.0,25.593404769897
1285,335.0,25.0,8.0,1500.0,10.0,4.0,30.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,25.615640640259
1286,335.0,25.0,4.0,1000.0,5.0,6.0,40.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,25.337730407715
1287,310.0,50.0,6.0,2000.0,5.0,5.0,35.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.033221572638,1.0,25.374513626099
1288,335.0,25.0,4.0,1000.0,15.0,6.0,40.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,25.250661849976
1289,335.0,25.0,4.0,1500.0,20.0,3.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.014510769397,1.0,25.535638809204
1290,310.0,50.0,4.0,1500.0,15.0,6.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.021247386932,1.0,26.313709259033
1291,310.0,50.0,4.0,1000.0,20.0,5.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.021747387946,1.0,25.968868255615
