,absolute angle of inclination,angle of inclination,number of electrodes,voltage magnitude,voltage frequency,electrode dimension,x pitch,number of phases,grain mass density,mesh size,gravity,phase shift,time step,maximum classified radius,distance between dust generation and first electrode,grain number density,yield
523,335.0,25.0,10.0,1000.0,10.0,6.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,10.260065078735
524,310.0,50.0,8.0,1000.0,5.0,6.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.023577228189,1.0,10.445510864258
525,310.0,50.0,6.0,1000.0,20.0,5.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.022912323475,1.0,10.678845405579
526,335.0,25.0,4.0,500.0,20.0,6.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.013010770082,1.0,10.305817604065
527,335.0,25.0,10.0,1000.0,15.0,6.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,10.366192817688
528,335.0,25.0,4.0,500.0,10.0,6.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.013010770082,1.0,10.255682945251
529,335.0,25.0,4.0,1000.0,15.0,6.0,20.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.013010770082,1.0,10.280054092407
530,335.0,25.0,10.0,1000.0,20.0,6.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,10.276477813721
531,335.0,25.0,4.0,1000.0,10.0,6.0,20.0,4.0,1000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.013010770082,1.0,10.250335693359
532,335.0,25.0,10.0,1000.0,5.0,6.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,10.361875534058
533,310.0,50.0,8.0,1000.0,5.0,6.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.023577228189,1.0,10.378547668457
534,335.0,25.0,4.0,1000.0,20.0,6.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.013010770082,1.0,10.284391403198
535,335.0,25.0,10.0,1000.0,20.0,6.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.015032298863,1.0,10.373727798462
536,335.0,25.0,4.0,1000.0,10.0,6.0,20.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.013010770082,1.0,10.265452384949
537,310.0,50.0,10.0,1000.0,5.0,6.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.019742190838,1.0,10.262526512146
538,335.0,25.0,4.0,1000.0,20.0,6.0,20.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.013010770082,1.0,10.203746795654
539,335.0,25.0,4.0,1000.0,5.0,6.0,20.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.013010770082,1.0,10.304353713989
540,335.0,25.0,6.0,1500.0,15.0,4.0,30.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,11.098329544067
541,335.0,25.0,4.0,1000.0,15.0,4.0,30.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,11.184536933899
542,310.0,50.0,10.0,1000.0,15.0,3.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.021242186427,1.0,11.392216682434
543,310.0,50.0,8.0,1500.0,10.0,4.0,30.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,11.392046928406
544,25.0,25.0,4.0,2000.0,5.0,5.0,20.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,11.291096687317
545,25.0,25.0,4.0,2000.0,5.0,4.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.027978463098,1.0,11.370323181152
546,50.0,50.0,4.0,2000.0,10.0,5.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,10.862464904785
547,310.0,50.0,6.0,1000.0,20.0,5.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.022912323475,1.0,10.857178688049
548,335.0,25.0,6.0,2000.0,20.0,6.0,40.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.02036922425,1.0,11.300847053528
549,335.0,25.0,8.0,1000.0,10.0,6.0,40.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016716912389,1.0,11.192707061768
550,25.0,25.0,4.0,2000.0,20.0,4.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.027978463098,1.0,11.392750740051
551,310.0,50.0,8.0,1500.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,11.315766334534
552,335.0,25.0,8.0,1500.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,10.884931564331
553,50.0,50.0,4.0,2000.0,10.0,6.0,40.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.143010437489,1.0,11.373270988464
554,25.0,25.0,4.0,2000.0,10.0,6.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,10.814673423767
555,335.0,25.0,8.0,1500.0,5.0,4.0,30.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,10.970890045166
556,335.0,25.0,8.0,1500.0,15.0,4.0,30.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,10.882409095764
557,310.0,50.0,4.0,1000.0,5.0,4.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.022247388959,1.0,10.907942771912
558,335.0,25.0,6.0,1500.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,11.272718429565
559,50.0,50.0,4.0,2000.0,5.0,6.0,40.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.143010437489,1.0,11.183094978333
560,335.0,25.0,6.0,1500.0,5.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,11.003633499146
561,335.0,25.0,4.0,1000.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,11.178666114807
562,335.0,25.0,8.0,1500.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.019037686288,1.0,10.935664176941
563,310.0,50.0,6.0,1000.0,5.0,5.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.022912323475,1.0,10.874056816101
564,25.0,25.0,4.0,2000.0,20.0,4.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.027978463098,1.0,11.354290008545
565,335.0,25.0,4.0,1000.0,15.0,4.0,30.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,11.254835128784
566,310.0,50.0,6.0,1000.0,10.0,5.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.022912323475,1.0,10.881864547729
567,50.0,50.0,4.0,2000.0,20.0,5.0,20.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,10.984066009521
568,335.0,25.0,8.0,2000.0,20.0,6.0,40.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.016716912389,1.0,11.329426765442
569,335.0,25.0,6.0,2000.0,5.0,6.0,40.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.02036922425,1.0,11.249481201172
570,310.0,50.0,10.0,1000.0,20.0,3.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.021242186427,1.0,11.512400627136
571,335.0,25.0,4.0,1000.0,10.0,4.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.014010768384,1.0,11.426850318909
572,310.0,50.0,6.0,1500.0,5.0,5.0,35.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.033221572638,1.0,11.883166313171
573,335.0,25.0,4.0,1500.0,5.0,5.0,35.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,11.813871383667
574,335.0,25.0,4.0,1500.0,20.0,5.0,35.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,11.762170791626
575,310.0,50.0,8.0,1500.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,11.48438167572
576,335.0,25.0,4.0,1000.0,20.0,4.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.014010768384,1.0,11.507426261902
577,335.0,25.0,6.0,1500.0,10.0,4.0,30.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.018026925623,1.0,11.4883852005
578,310.0,50.0,6.0,1500.0,10.0,5.0,35.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.033221572638,1.0,11.743268966675
579,310.0,50.0,6.0,1500.0,15.0,5.0,35.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.033221572638,1.0,11.828736305237
580,50.0,50.0,4.0,2000.0,10.0,4.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,11.990879058838
581,335.0,25.0,4.0,1500.0,10.0,5.0,35.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,11.630215644836
582,310.0,50.0,6.0,1500.0,5.0,5.0,35.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.033221572638,1.0,11.900333404541
583,335.0,25.0,4.0,1500.0,20.0,5.0,35.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,11.913286209106
584,310.0,50.0,4.0,1000.0,20.0,4.0,30.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,11.94434261322
585,310.0,50.0,8.0,1500.0,15.0,4.0,30.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,11.588583946228
586,310.0,50.0,10.0,1000.0,5.0,3.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.021242186427,1.0,11.590245246887
587,310.0,50.0,8.0,1500.0,5.0,4.0,30.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,11.466398239136
588,335.0,25.0,4.0,1500.0,15.0,5.0,35.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,11.620637893677
589,310.0,50.0,6.0,1500.0,5.0,5.0,35.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.033221572638,1.0,11.95090675354
590,310.0,50.0,6.0,1500.0,10.0,5.0,35.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.033221572638,1.0,11.842927932739
591,25.0,25.0,4.0,2000.0,15.0,4.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.027978463098,1.0,11.442349433899
592,25.0,25.0,4.0,2000.0,10.0,4.0,20.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.027978463098,1.0,11.402229309082
593,310.0,50.0,8.0,1500.0,5.0,4.0,30.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,11.434600830078
594,310.0,50.0,4.0,1000.0,10.0,4.0,30.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.029371082783,1.0,11.988805770874
595,310.0,50.0,8.0,1500.0,5.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,11.596526145935
596,335.0,25.0,4.0,1500.0,5.0,5.0,35.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,11.678991317749
597,50.0,50.0,4.0,2000.0,15.0,4.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,11.88728427887
598,310.0,50.0,8.0,1500.0,20.0,4.0,30.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.027865886688,1.0,11.522611618042
599,310.0,50.0,6.0,1500.0,20.0,5.0,35.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.033221572638,1.0,11.891332626343
600,310.0,50.0,8.0,1500.0,20.0,5.0,35.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,12.594303131104
601,310.0,50.0,4.0,1000.0,5.0,5.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.021747387946,1.0,12.32412147522
602,335.0,25.0,8.0,1500.0,15.0,5.0,35.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,12.349528312683
603,50.0,50.0,4.0,1500.0,15.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,12.548993110657
604,335.0,25.0,4.0,1000.0,10.0,5.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.013510771096,1.0,12.557207107544
605,335.0,25.0,4.0,2000.0,10.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,12.194283485413
606,50.0,50.0,10.0,2000.0,15.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.214515641332,1.0,12.305731773376
607,50.0,50.0,10.0,1500.0,20.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.214515626431,1.0,12.329856872559
608,310.0,50.0,6.0,1000.0,5.0,6.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.022412315011,1.0,12.328811645508
609,50.0,50.0,6.0,2000.0,5.0,6.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.119175359607,1.0,12.334211349487
610,335.0,25.0,4.0,1500.0,10.0,6.0,40.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,12.402860641479
611,50.0,50.0,4.0,1500.0,15.0,5.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,12.321271896362
612,310.0,50.0,4.0,1000.0,20.0,5.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.021747387946,1.0,12.467720985413
613,335.0,25.0,10.0,1000.0,10.0,4.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.016032300889,1.0,12.26496219635
614,335.0,25.0,4.0,2000.0,5.0,5.0,35.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,12.23486995697
615,335.0,25.0,4.0,2000.0,20.0,5.0,35.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.018018845469,1.0,12.205115318298
616,310.0,50.0,6.0,1000.0,15.0,6.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.022412315011,1.0,12.023453712463
617,310.0,50.0,6.0,1000.0,20.0,6.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.022412315011,1.0,12.281363487244
618,335.0,25.0,8.0,1500.0,10.0,5.0,35.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.020377323031,1.0,12.5234375
619,310.0,50.0,4.0,1000.0,10.0,5.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.021747387946,1.0,12.391313552856
620,335.0,25.0,4.0,1000.0,5.0,5.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.013510771096,1.0,12.364749908447
621,50.0,50.0,6.0,2000.0,15.0,6.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.119175359607,1.0,12.357013702393
622,50.0,50.0,10.0,1500.0,10.0,4.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.214515626431,1.0,12.38009262085
623,335.0,25.0,4.0,1000.0,5.0,5.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.013510771096,1.0,12.424849510193
624,310.0,50.0,4.0,1000.0,5.0,5.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.021747387946,1.0,12.353125572205
625,310.0,50.0,4.0,1000.0,15.0,5.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.021747387946,1.0,12.386984825134
626,50.0,50.0,4.0,1500.0,20.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,12.222096443176
627,310.0,50.0,6.0,1000.0,10.0,6.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.022412315011,1.0,12.193786621094
628,50.0,50.0,4.0,2000.0,5.0,6.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,12.156394958496
629,50.0,50.0,4.0,1500.0,5.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,12.580478668213
630,335.0,25.0,6.0,1500.0,10.0,5.0,35.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,12.765397071838
631,25.0,25.0,4.0,1500.0,20.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978463098,1.0,13.16588306427
632,310.0,50.0,8.0,1500.0,10.0,5.0,35.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.031510174274,1.0,12.961188316345
633,335.0,25.0,4.0,1000.0,20.0,5.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.013510771096,1.0,12.606663703918
634,335.0,25.0,6.0,1500.0,20.0,5.0,35.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,12.740735054016
635,25.0,25.0,4.0,1500.0,5.0,5.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,13.119812011719
636,335.0,25.0,6.0,1500.0,15.0,5.0,35.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,12.998559951782
637,25.0,25.0,4.0,1500.0,15.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978463098,1.0,13.188768386841
638,335.0,25.0,6.0,1500.0,5.0,5.0,35.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,12.946510314941
639,310.0,50.0,8.0,1000.0,20.0,3.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.025077238679,1.0,13.006447792053
640,25.0,25.0,4.0,1500.0,5.0,5.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,13.116746902466
641,310.0,50.0,8.0,1000.0,5.0,3.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.025077238679,1.0,12.872712135315
642,25.0,25.0,8.0,1500.0,10.0,4.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.065283074975,1.0,12.89414691925
643,25.0,25.0,4.0,1500.0,5.0,4.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978463098,1.0,13.145474433899
644,25.0,25.0,4.0,1500.0,10.0,5.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,13.194215774536
645,25.0,25.0,4.0,1500.0,15.0,5.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,13.028931617737
646,50.0,50.0,10.0,1500.0,15.0,3.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.214515626431,1.0,12.784488677979
647,335.0,25.0,6.0,1500.0,10.0,5.0,35.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,13.172780036926
648,335.0,25.0,6.0,1500.0,5.0,5.0,35.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,12.850178718567
649,25.0,25.0,10.0,1500.0,15.0,4.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.083935394883,1.0,12.98313999176
650,335.0,25.0,6.0,2000.0,5.0,5.0,35.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,12.798199653625
651,335.0,25.0,6.0,1500.0,20.0,5.0,35.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,13.091049194336
652,335.0,25.0,4.0,1500.0,20.0,6.0,40.0,4.0,2000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.01902154088,1.0,12.60755443573
653,335.0,25.0,6.0,1500.0,15.0,5.0,35.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,13.028036117554
654,335.0,25.0,6.0,1500.0,15.0,5.0,35.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,13.084844589233
655,335.0,25.0,4.0,1000.0,15.0,5.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.013510771096,1.0,12.604598999023
656,25.0,25.0,4.0,1500.0,5.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,13.017698287964
657,310.0,50.0,8.0,1000.0,10.0,3.0,20.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.025077238679,1.0,12.93981552124
658,335.0,25.0,4.0,1000.0,15.0,5.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.013510771096,1.0,12.612421989441
659,335.0,25.0,6.0,1500.0,10.0,5.0,35.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,12.736051559448
660,335.0,25.0,8.0,1000.0,20.0,6.0,20.0,4.0,2000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.014358460903,1.0,13.430397987366
661,25.0,25.0,10.0,2000.0,15.0,6.0,40.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.167870789766,1.0,13.729978561401
662,25.0,25.0,4.0,1500.0,20.0,4.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978463098,1.0,13.346513748169
663,310.0,50.0,6.0,1000.0,20.0,4.0,30.0,4.0,1000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.028618469834,1.0,13.298879623413
664,335.0,25.0,6.0,1000.0,10.0,6.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.013684615493,1.0,13.719469070435
665,50.0,50.0,4.0,1500.0,5.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,13.330285072327
666,335.0,25.0,4.0,1500.0,20.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,13.460276603699
667,25.0,25.0,4.0,2000.0,5.0,3.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978463098,1.0,13.585621833801
668,310.0,50.0,6.0,1000.0,15.0,4.0,30.0,4.0,3000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.028618469834,1.0,13.248357772827
669,310.0,50.0,6.0,1000.0,10.0,4.0,30.0,4.0,4000.0,0.001000000047,6.0,90.0,0.004999999888,1e-05,0.028618469834,1.0,13.270484924316
670,335.0,25.0,4.0,1500.0,15.0,4.0,30.0,4.0,3000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,13.303307533264
671,335.0,25.0,10.0,1500.0,20.0,3.0,20.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.016532301903,1.0,13.224328041077
672,25.0,25.0,4.0,1500.0,10.0,5.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978461236,1.0,13.250208854675
673,50.0,50.0,4.0,1500.0,15.0,4.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,13.419189453125
674,335.0,25.0,4.0,1500.0,15.0,4.0,30.0,4.0,4000.0,0.001000000047,12.0,90.0,0.004999999888,1e-05,0.017016153783,1.0,13.622030258179
675,335.0,25.0,8.0,1000.0,5.0,6.0,20.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.014358460903,1.0,13.211854934692
676,335.0,25.0,10.0,1500.0,10.0,5.0,35.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,13.244299888611
677,50.0,50.0,10.0,1500.0,5.0,3.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.214515626431,1.0,13.516477584839
678,335.0,25.0,10.0,1500.0,5.0,5.0,35.0,4.0,1000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,13.612441062927
679,25.0,25.0,10.0,1500.0,5.0,3.0,20.0,4.0,4000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.083935394883,1.0,13.345655441284
680,50.0,50.0,4.0,1500.0,15.0,4.0,20.0,4.0,2000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,13.3974609375
681,335.0,25.0,10.0,1500.0,15.0,5.0,35.0,4.0,3000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,13.439468383789
682,335.0,25.0,10.0,2000.0,20.0,5.0,35.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.019056558609,1.0,13.358104705811
683,50.0,50.0,4.0,1500.0,5.0,4.0,20.0,4.0,3000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.071505218744,1.0,13.428383827209
684,335.0,25.0,6.0,1500.0,15.0,5.0,35.0,4.0,4000.0,0.001000000047,9.0,90.0,0.004999999888,1e-05,0.016698077321,1.0,13.523338317871
685,25.0,25.0,4.0,2000.0,10.0,3.0,20.0,4.0,1000.0,0.001000000047,3.0,90.0,0.004999999888,1e-05,0.027978463098,1.0,13.720964431763
